,Avg. Session Length,Time on App,Time on Website,Length of Membership,Yearly Amount Spent
42,32.38845163,11.01048213,38.41504158,3.54354705,424.7626355
43,32.38696867,12.7179951,35.12882235,3.481062133,508.7719067
44,32.4914466,12.53035737,37.8752191,2.476139051,449.0703194
45,34.52301962,11.40577045,36.37827101,4.041244969,541.049831
46,32.53323998,14.12178384,38.40632901,5.320093864,689.2356998
47,32.59718266,10.88956686,38.21257083,4.442054329,488.7860611
48,32.83810016,12.3643416,38.03910939,3.309182328,468.9135013
49,33.01479222,11.76117233,37.57016384,3.834169667,514.3365583
50,34.04663803,12.47445545,35.03785616,4.055775962,578.9862586
51,34.31892744,13.4023319,37.29204471,3.606086889,585.9318443
52,34.14286337,13.17777453,38.85604171,3.230973843,557.5292736
53,31.26810421,12.13250911,35.45679815,3.072076141,423.4705332
54,33.90856503,12.91484663,39.06886445,1.482359644,432.4720613
55,33.87978429,12.4955916,38.05260975,4.639320332,616.851523
56,34.17375202,12.14474854,37.25803146,3.397363093,512.5525344
57,32.53082944,12.35460708,37.12234521,2.307552421,420.9161595
58,33.78520721,13.03951103,36.31272657,2.018194629,447.1876443
59,33.54097679,11.85189083,37.42454792,1.767730708,407.8040306
60,34.46151474,11.9171157,37.76668677,4.350887844,592.6884532
61,31.82934646,11.26825923,36.95696543,2.668919773,385.152338
62,33.91401512,12.26650384,36.57503098,3.023474446,494.6871558
63,32.42569728,11.44890154,37.58019043,2.586967985,420.7376732
64,31.6005122,12.22296745,36.82275323,3.41450624,479.1728515
65,32.64461691,12.63755716,36.51708576,5.226687713,604.8413188
66,32.03054972,12.64420212,38.00182747,5.038107494,594.2744834
67,32.55949313,11.79779551,37.7773658,3.195625776,468.6684656
68,34.17951757,12.58154773,35.4442647,3.137068975,527.7829958
69,33.26544447,13.05221039,38.7756653,4.574287716,608.2718166
70,33.10543794,11.96502,37.27781174,4.74257752,554.7220838
71,32.21552742,12.21685469,36.9539597,2.910530822,438.417742
72,33.63781168,12.03950237,34.48718475,2.739200467,458.7811317
73,33.59852032,11.58631953,39.09462703,3.60439856,512.8253581
74,31.76561882,12.44261655,38.13171203,3.850279639,496.5540816
75,32.92261076,11.56811634,36.90937821,2.47175067,398.1634685
76,31.86483255,13.44340599,36.87831537,2.361086947,439.8912805
77,32.3025531,11.97906148,38.26906069,3.53286158,478.6009159
78,32.72836,13.10450724,38.87804051,2.820097234,491.0732237
79,33.66599032,12.26371768,38.86023443,3.139526935,469.3831462
80,33.87974497,13.58780608,38.26035344,3.258112883,578.2416051
81,33.44812501,11.90375668,36.8745436,2.782757828,462.6565189
82,32.29524763,11.03135834,38.25297827,3.107468683,413.2959992
83,33.94311858,11.48419869,36.83936583,2.402453833,436.7205559
84,33.5904858,10.94206962,36.1704942,2.783963128,407.542168
85,31.35847719,12.80988347,36.54966799,3.63770128,495.1759504
86,32.26200311,11.64496955,37.02687697,3.236732814,442.3631174
87,34.14496899,12.90266489,36.61119878,2.223993458,475.0716299
88,32.60273898,11.76444759,37.92270381,3.525806412,482.1449969
89,32.80869759,12.81711309,37.03153922,3.8515788,534.7771881
90,34.19550803,12.66419262,37.02715036,4.330407444,581.3089329
91,32.91278511,11.36549203,37.60779252,4.599937358,534.7057438
92,33.88994101,13.06863858,37.54052036,3.798725319,571.3074949
93,32.99059904,10.44123506,35.9389625,2.895075163,407.6571788
94,34.7093233,10.65179378,37.14600653,3.218265385,468.4457372
95,33.2485062,11.65659203,36.54860515,3.363411394,479.6148117
96,33.30188161,12.54248105,38.3113649,3.768561963,536.4231045
97,33.48551976,11.8873453,35.86244708,3.206756698,498.6355985
98,33.35839828,12.70368793,36.10091445,2.724108202,482.3535703
99,32.65539704,11.91885971,35.71626916,2.159676023,382.4161079
100,32.40237102,10.87555955,37.78114256,1.914089924,338.3198626
101,32.28312306,10.90255623,36.09424195,4.789201624,524.6379646
102,34.70252897,11.69573629,37.19026771,3.576525915,529.0490041
103,34.37939438,12.93092854,36.3602472,3.792711955,574.6548434
104,34.0836633,8.668349517,35.90675637,2.252445963,308.5277466
105,34.40240965,14.22097911,37.52319665,4.077775098,647.6194557
106,35.53090415,11.37925718,36.63610412,4.029453828,574.7472197
107,31.91207593,11.79297182,36.25781912,2.39516813,387.5347163
108,33.45229528,12.00591637,36.53409567,4.712233579,576.4776072
109,32.49719846,12.83280284,37.67924462,2.972271382,493.719193
110,31.5171218,10.74518855,38.79123469,1.428823877,275.9184207
111,33.55210836,11.12087087,36.80837606,4.027813842,521.1953105
112,32.42330473,13.05827793,37.26387556,3.373104674,503.2173931
113,34.23824191,11.55030011,35.76932963,4.183143662,551.0230017
114,31.80930032,11.63466822,36.18253928,5.113319475,536.7718994
115,33.144234,11.73704064,37.93518905,2.190132185,424.2028271
116,34.56868085,11.37808709,38.30447119,3.78493211,528.2238094
117,34.71345123,11.72400223,36.81385766,4.087837273,554.900783
118,33.1556997,12.93155027,38.16643556,3.854473856,570.4517259
119,34.05094676,11.38864458,39.08156475,2.436958876,451.6286105
120,34.48238805,13.28303287,35.90729843,4.968742674,666.1255917
121,33.2356065,11.22336889,37.69230086,2.594189721,413.3717831
122,33.61603789,11.9363865,38.768641,3.649286158,521.8835732
123,32.86532717,11.98441752,37.0443614,3.452388583,490.7386321
124,32.82030995,11.63489325,35.36862633,4.124585297,507.4418323
125,31.92627203,11.10946073,37.26895887,2.664034182,392.2049334
126,34.50141785,12.44761745,37.53453024,4.008352235,584.105885
127,32.51819681,11.50925345,36.59928909,3.02267576,424.7287739
128,31.8854063,11.28193107,37.38531755,2.877224878,390.103273
129,34.33872939,10.71635514,38.30720401,2.652158305,426.775216
130,32.27844335,12.52747174,36.68836654,3.531402303,488.270298
131,33.97172204,12.28446707,38.29572526,1.13047696,385.0950071
132,33.32250105,12.39142299,36.84008573,2.336484668,456.4695101
133,32.0609144,12.62543264,35.53914243,5.41235784,627.6033187
134,34.34392191,11.6930582,36.81293413,3.447092896,510.5014785
135,33.02933195,11.76581265,37.73852495,2.721735992,423.1799917
136,34.08026009,11.5914397,36.45689841,4.652854446,574.4156896
137,33.44155304,11.23596895,37.05261631,3.90447938,508.735741
138,33.53939635,10.5345535,37.03479129,2.214797519,378.4735664
139,35.63085386,12.12540197,38.18776368,4.019051427,597.7398789
140,33.60685082,12.21407375,37.19842782,2.905238361,479.2474168
141,33.63662446,11.23650676,37.67502073,5.254708926,591.4377356
142,32.90345433,10.54264542,35.5338635,3.09182687,412.0129313
143,34.18818406,13.13002166,35.42933439,3.790552137,583.977802
144,30.97167564,11.73136429,36.07455114,4.426364081,494.6386098
145,33.17233109,13.07869244,37.32981863,5.405406467,663.0748176
146,33.55655567,12.96030713,37.95194632,3.345922321,547.1907494
147,31.53160448,13.37856278,38.73400629,2.245147787,436.5156057
148,33.79203908,12.50752537,37.14286198,4.214495086,591.1971782
149,32.0215955,11.36634831,36.68377615,4.685017247,521.5721748
150,30.57436368,11.35104901,37.08884658,4.078308002,442.0644138
151,31.95630056,12.8288934,36.95161668,4.571213024,547.1259317
152,33.25633547,13.85806246,37.78026469,5.976768126,725.5848141
153,31.51473786,12.59567131,39.60037647,3.751734552,489.812488
154,33.24726795,14.06938234,38.99332245,4.978475793,660.4251843
155,33.38411057,12.67740144,35.62253059,3.680847338,528.309225
156,31.57020083,13.37806333,36.33780003,4.369366794,545.9454921
157,33.4771904,12.488067,36.51838359,3.345570976,505.7711403
158,34.39016366,12.64519514,38.46832111,2.87459691,522.4041413
159,32.97518183,13.90991551,37.79223754,4.297686524,630.4227632
160,33.07871721,12.69578975,35.35844431,4.001786346,553.6015347
161,33.50381038,11.23341495,37.21115258,2.32055025,397.4205841
162,33.54123131,12.78389178,36.43064962,4.648199316,619.8956399
163,32.88710465,12.38718417,37.4311591,6.401228838,684.163431
164,32.53379686,12.29336584,37.0646212,3.620364988,485.9231305
165,34.35719627,9.477777608,37.90601452,5.047022551,531.9615505
166,33.26833022,11.1133299,37.38794554,4.01872661,514.2395207
167,33.79038721,11.94234087,38.06341359,4.081802695,521.1429518
168,34.71331651,12.03880824,37.63529941,4.632460946,612.3852299
169,33.21547157,12.1351014,37.14209369,5.840505876,663.8036933
170,34.65548568,10.3380727,36.15725594,4.396651901,533.5149353
171,33.92462481,11.91141556,38.2747022,2.910037917,460.0612774
172,31.97648006,10.75713093,36.59586795,1.977007128,330.594446
173,31.44744649,10.1016322,38.04345265,4.238296188,418.6027421
174,33.4310971,13.35063168,37.96597162,2.768851943,510.6617922
175,34.00648892,12.95627661,38.65509454,3.275733705,540.9957391
176,32.40855896,10.98574015,37.36839124,3.504833486,441.8966315
177,32.11640012,12.38069498,37.23200331,3.089527782,463.4849954
178,33.07653561,9.607314688,36.49399255,5.081210092,507.212569
179,32.73322416,11.81857176,37.10203133,1.503854421,352.5501082
180,32.43075793,11.30623234,37.68040323,2.779520719,408.6201878
181,33.16713688,11.92884209,36.91463331,3.164943995,475.7590678
182,32.77171501,11.54083244,37.52642103,2.924020725,431.6177338
183,30.4925367,11.56293625,35.97656497,1.481616627,282.4712457
184,32.8052204,11.83547609,36.37506611,3.43959056,469.3108615
185,33.71598092,12.41880832,35.77101619,2.735159567,497.7786422
186,31.57613197,12.57989417,37.09326487,4.531986607,541.226584
187,31.5261979,12.04533198,38.50588333,2.847709026,409.0945262
188,33.63080077,12.03964784,38.92408705,2.873007509,497.81193
189,33.37401693,11.14343308,35.94639915,5.454463278,584.2183135
190,34.18382052,13.34991294,37.82739423,4.252006106,614.7153338
191,33.02642035,13.18681287,38.0669296,2.898299578,489.9080531
192,31.73663569,10.74853366,35.73870747,4.835528667,496.9334463
193,33.0697683,11.76432596,36.87502581,3.516051017,487.6462317
194,34.10227851,8.508152176,35.46240008,1.838210702,302.1895478
195,33.76981237,11.30446231,37.83397173,5.137816746,593.1564015
196,31.36621217,11.16315954,37.08831936,3.620354589,430.5888826
197,33.68093695,11.20156988,37.83544773,2.208813678,403.8195198
198,33.36938094,12.22248394,36.35523488,3.447017793,515.5024797
199,32.23014912,11.08436084,37.95968432,4.72402744,517.1651356
200,32.27184828,13.48500899,37.55088041,3.086337272,511.97986
201,31.72420252,13.1722875,36.19975347,3.557813698,503.3878873
202,34.18777483,10.32011626,37.4534051,2.094891706,384.6265716
203,33.86318871,11.52352268,35.93804523,3.0130325,444.0538266
204,34.60624245,11.7618838,38.1265198,1.820810618,402.1671222
205,32.60928264,10.53730754,35.7305524,3.914384667,463.923513
206,33.08852937,11.85766344,36.08693433,4.806349619,577.273455
207,33.58294684,12.76153128,36.90818962,2.479339823,478.9514048
208,33.14207933,11.43337993,35.89243163,4.470282584,544.7798637
209,33.50136982,13.89808199,37.05891282,4.130562809,596.4301726
210,32.90469244,11.91374515,36.0586476,1.228112423,357.8579836
211,32.1223648,11.43553387,36.22355746,4.852842407,528.9336186
212,33.30267221,13.45922229,36.33952101,5.566384892,689.7876042
213,32.04781463,12.48266992,35.53602453,3.393902788,497.3895578
214,32.33598964,13.00781942,37.85177917,2.996364526,486.8389348
215,31.1695068,13.97018107,36.67395274,1.785173945,427.3565308
216,30.83643267,13.10010954,35.90772143,3.361612985,467.5019004
217,33.67275789,13.42054574,37.7636904,4.794312263,640.5840619
218,32.1977238,11.83023109,36.6338567,4.193324636,514.0889577
219,32.7111193,12.32629139,36.67387836,3.350279288,482.6024673
220,33.17720467,11.62277717,35.96889569,3.634093727,501.2091727
221,32.90325097,11.65757592,36.77260376,3.919302309,519.3409891
222,33.50308726,12.8779837,37.44102134,1.55915194,419.9387748
223,32.38473266,10.8616042,36.58443762,3.993656513,465.8893127
224,32.87273861,12.09396636,36.62077386,3.049195744,471.6028844
225,32.39742194,12.05534016,37.68546549,3.506967574,483.7965221
226,32.43977025,12.42413041,38.94882503,4.920318406,573.3062223
227,34.56455771,13.14655143,37.33544589,3.876875177,593.915003
228,32.01807401,10.07946345,38.07066426,2.61816531,357.7831107
229,32.29964716,12.16859647,37.07361617,4.403369831,547.1109824
230,33.32424052,11.08458409,36.77601658,4.746989703,562.0820454
231,30.87948434,13.28043224,36.93615938,3.585160635,490.2066
232,31.28344748,12.72567737,35.96566746,5.000243361,591.7810894
233,34.00207092,11.85468192,37.49189221,2.761861926,461.6282784
234,34.33589584,12.22893471,36.15719115,4.694322274,595.8228367
235,33.10035775,11.83211223,36.84149164,3.612239152,502.0925279
236,32.08838063,11.9078441,35.18912244,4.349778419,512.1658664
237,33.89457039,13.30029936,36.39368386,4.490002066,630.1567282
238,32.58249357,11.7397438,36.85481082,2.18201697,376.4968407
239,34.56938122,12.85499037,35.00748226,3.292797663,576.3111774
240,35.86023651,11.73066139,36.88214908,3.416209978,546.5566669
241,32.4071483,13.80879868,37.42676892,5.039955264,662.9610878
242,32.67294353,12.27605698,37.19279353,3.982471513,523.6339351
243,32.38797585,13.14872569,36.61995708,2.494543647,470.4527333
244,30.81620065,11.85139874,36.92504304,1.084585303,266.0863409
245,31.81642833,14.28801459,36.77386137,2.964497876,501.1224915
246,34.33667722,11.24681261,38.68258378,2.094761669,408.9583359
247,34.30555663,13.71751367,36.72128268,3.120178783,581.852344
248,33.11020506,11.98204499,35.29308775,3.923488746,529.5376653
249,32.65318146,11.60253219,37.30968877,2.789461516,422.4267759
250,32.20465465,12.48070152,37.68028761,3.27946626,478.584286
251,31.44597248,12.84649907,37.86921694,3.42014953,484.8769649
252,33.47160053,11.66226343,36.05024078,3.997255378,515.8288149
253,32.76707608,11.07625934,34.7797505,2.57494847,388.9405488
254,32.84393022,11.83228622,36.81401056,3.471919137,496.6507081
255,33.4995061,11.94659088,36.48632507,3.937862643,529.1945189
256,33.2089197,13.53191346,38.95246252,3.046540621,550.8133677
257,32.52976873,11.7477317,36.93988205,0.80151572,298.7620079
258,34.55829461,11.281445,36.49440648,2.491671541,433.0487691
259,32.07894758,12.72590932,36.5446641,1.139093538,357.8637186
260,33.94624062,10.98397673,37.95148946,3.050712973,436.2834981
261,32.7267846,12.98851015,36.46200326,4.113226123,563.6728734
262,33.4322314,10.85960853,38.83567008,3.669225611,465.1766233
263,33.97608258,11.65803681,37.42527868,2.086348147,407.8763782
264,31.65480968,13.01445915,37.78903635,3.010209778,475.2634237
265,32.78494023,12.45120001,36.66579137,3.535802468,486.1637991
266,32.34279623,11.40964462,35.77778217,3.872432042,486.0834255
267,33.42121218,10.70664152,35.7661535,3.393975043,438.3037078
268,32.9925732,13.00436201,36.98504142,4.620416385,589.0264898
269,33.19157088,9.846124909,36.87631323,3.806670949,423.3083341
270,32.14906052,10.04731474,37.18144731,3.535088428,392.9922559
271,33.99257277,13.33897545,37.22580613,2.482607771,492.6060127
272,33.24190043,12.30541781,36.16364817,3.062368145,497.5866713
273,33.71755461,10.80696607,36.01231723,3.701229217,483.5431939
274,34.85131417,12.41554196,37.67232248,3.130538462,543.1326263
275,32.71251233,11.72447386,37.1531516,3.308443001,476.7667242
276,33.38599019,12.78217179,35.55077227,3.228717686,527.7837898
277,33.67683087,10.97139243,37.72236711,3.629339915,478.1830597
278,32.51021799,10.98483589,37.39649748,5.391275125,555.8925954
279,33.55165061,11.93689516,35.90025278,4.543332413,558.9481124
280,31.04722214,11.19966096,38.6887091,3.088763958,392.4973992
281,32.95976431,11.54627576,36.94795369,3.275070681,448.340425
282,33.55169914,12.15858523,36.57513378,5.453969475,640.7861664
283,31.06621816,11.73509455,36.59937399,3.958892264,448.9332932
284,33.98100558,9.316289204,36.91495155,2.868428182,384.3260571
285,33.9257949,12.01102188,36.70105232,2.753424169,479.2310929
286,34.49726773,12.65565115,39.57766802,4.082620633,587.951054
287,31.90485713,12.22772828,36.98591348,3.771420132,473.9498574
288,32.37798966,11.97175079,37.19936753,2.829699575,408.2169018
289,32.21292383,11.73299146,35.63395395,4.331863027,513.1531119
290,31.12809005,13.27895623,37.38718053,4.626075292,557.2526867
291,33.59891334,13.25273709,37.30596142,2.935577274,528.4193297
292,32.90485367,12.55610762,37.80550943,0.26990109,314.4385183
293,32.83789305,13.18518117,35.92159519,1.823595183,445.0621855
294,31.26064687,13.26676035,36.9711951,2.267251114,421.3266313
295,33.7709001,11.15396605,37.24032955,4.729484542,557.634109
296,33.43782956,12.59542035,36.2620318,2.969640227,492.1050524
297,33.20061634,11.96598027,36.83153585,3.549036057,499.1401524
298,35.4331653,11.91221048,36.08964366,4.000963586,583.0796357
299,31.87455169,10.29035077,36.92976156,3.491093337,392.2852442
300,32.73914294,12.35195897,37.37335886,4.434273435,549.9041461
301,33.41906735,13.39112018,37.19419105,4.069916619,596.516698
302,31.3123496,11.68490419,38.7170763,3.5942951,463.591418
303,33.82635201,12.08409173,35.89035796,3.021671822,495.2994425
304,33.15425476,11.79588668,37.65861691,4.520353377,550.0475806
305,32.22729914,13.72862718,37.99702801,4.802630631,613.5993234
306,33.10833615,12.89237451,36.5273883,4.594116865,614.7296376
307,31.7207699,11.75234317,38.57360523,5.023934201,538.7749335
308,33.46869995,13.08550576,35.84582711,2.926940235,497.5136833
309,33.59396355,11.52056679,36.1891318,3.561215271,474.5323294
310,32.30274837,12.81539265,37.95780983,4.615426307,576.0252441
311,32.06377462,10.71914974,37.71250864,3.004742536,378.3309069
312,34.81498394,12.11494496,36.28872395,4.389455226,604.3348401
313,33.55520742,11.55182117,36.62883429,2.837943164,444.2859075
314,32.43083858,13.88727541,38.38195597,3.772969025,557.6082621
315,32.65726859,11.95792306,36.63465233,4.106055152,516.8315567
316,32.36312129,12.46113544,37.74560774,4.664258497,570.6300981
317,33.78015676,11.91763618,36.84473382,3.634996006,518.7864831
318,33.36951736,10.62794923,38.04031367,3.002957023,422.3687366
319,32.04448613,13.41493474,36.11243501,2.258686387,448.2298292
320,31.6739155,12.32914702,37.07437107,3.982462319,475.7250679
321,33.75499473,12.06415663,37.27122169,3.970555628,547.3651406
322,31.60983957,12.7107013,36.16646339,2.562818811,444.5455497
323,32.59209323,10.31471792,36.7290294,4.791108745,493.1812614
324,32.40429505,11.60899794,38.11045691,2.966558885,447.3690272
325,32.68612926,12.21525242,36.59436168,3.89711586,529.2300901
326,32.01230077,12.17833133,37.71598618,3.722561173,492.9450531
327,32.997459,12.58924056,37.33224075,2.804013693,476.1392469
328,31.66104982,11.39806419,36.5944567,3.198399272,416.3583536
329,34.69559119,11.60899707,37.68487728,3.163091931,510.4013885
330,31.06132516,12.35763811,36.16604163,4.089330841,487.5554581
331,35.74266981,10.88982828,35.56543624,6.115198946,669.9871405
332,33.87103788,12.02692534,34.47687763,5.493507201,637.1024479
333,31.8530748,12.14937549,37.32533422,3.361814624,459.2851235
334,33.69489765,11.2026699,35.49396408,4.01598664,505.1196375
335,34.11756669,11.59187167,37.7436197,3.678589399,519.3729768
336,33.56647439,12.23565925,37.27757338,2.532044062,466.4211988
337,32.9800292,11.20115977,37.68933698,2.412830961,409.0704721
338,34.37032705,11.88780042,37.86144726,3.046620189,491.9115051
339,33.23765998,13.56615961,36.4179848,3.746572973,573.8474377
340,34.312167,11.81058676,37.41413357,2.473596121,452.627255
341,32.07054622,11.73310622,37.53429101,4.671275461,532.7517876
342,32.77049216,11.37176736,35.26149812,4.03438613,502.7710746
343,32.31985797,12.4181132,36.1553362,3.222080767,482.8309859
344,32.04983939,12.23805735,38.73086174,3.120568915,478.7193569
345,34.44787144,10.60772387,36.81909551,3.366463743,473.7289665
346,32.78977262,11.67006592,37.40874848,3.414688423,483.1597208
347,33.21718784,10.99968366,38.44276669,4.243812817,505.2300683
348,31.82797906,12.46114744,37.42899737,2.974736815,440.0027475
349,33.87936082,11.584783,37.08792607,3.713209203,522.3374046
350,32.18984473,11.38677555,38.19748325,4.808320373,533.3965538
